id_performance,id_employe,date_evaluation,score,objectifs_atteints
3404,284,2023-10-01,75,TRUE
3405,284,2024-01-01,57,TRUE
3406,284,2024-04-01,57,FALSE
3407,284,2024-07-01,57,TRUE
3408,284,2024-10-01,83,TRUE
3409,285,2022-01-01,65,TRUE
3410,285,2022-04-01,62,TRUE
3411,285,2022-07-01,61,TRUE
3412,285,2022-10-01,71,FALSE
3413,285,2023-01-01,98,TRUE
3414,285,2023-04-01,51,TRUE
3415,285,2023-07-01,82,FALSE
3416,285,2023-10-01,77,TRUE
3417,285,2024-01-01,92,TRUE
3418,285,2024-04-01,82,FALSE
3419,285,2024-07-01,79,TRUE
3420,285,2024-10-01,57,FALSE
3421,286,2022-01-01,66,FALSE
3422,286,2022-04-01,50,TRUE
3423,286,2022-07-01,95,FALSE
3424,286,2022-10-01,80,FALSE
3425,286,2023-01-01,92,TRUE
3426,286,2023-04-01,95,FALSE
3427,286,2023-07-01,84,TRUE
3428,286,2023-10-01,77,TRUE
3429,286,2024-01-01,53,TRUE
3430,286,2024-04-01,65,TRUE
3431,286,2024-07-01,69,TRUE
3432,286,2024-10-01,54,TRUE
3433,287,2022-01-01,86,FALSE
3434,287,2022-04-01,73,FALSE
3435,287,2022-07-01,83,FALSE
3436,287,2022-10-01,94,FALSE
3437,287,2023-01-01,97,FALSE
3438,287,2023-04-01,83,TRUE
3439,287,2023-07-01,66,TRUE
3440,287,2023-10-01,74,FALSE
3441,287,2024-01-01,99,FALSE
3442,287,2024-04-01,76,TRUE
3443,287,2024-07-01,94,TRUE
3444,287,2024-10-01,65,FALSE
3445,288,2022-01-01,69,TRUE
3446,288,2022-04-01,69,FALSE
3447,288,2022-07-01,84,TRUE
3448,288,2022-10-01,68,TRUE
3449,288,2023-01-01,86,FALSE
3450,288,2023-04-01,55,FALSE
3451,288,2023-07-01,53,FALSE
3452,288,2023-10-01,88,FALSE
3453,288,2024-01-01,83,TRUE
3454,288,2024-04-01,56,TRUE
3455,288,2024-07-01,96,TRUE
3456,288,2024-10-01,51,FALSE
3457,289,2022-01-01,65,TRUE
3458,289,2022-04-01,64,FALSE
3459,289,2022-07-01,64,TRUE
3460,289,2022-10-01,63,FALSE
3461,289,2023-01-01,63,FALSE
3462,289,2023-04-01,63,TRUE
3463,289,2023-07-01,67,FALSE
3464,289,2023-10-01,66,FALSE
3465,289,2024-01-01,89,TRUE
3466,289,2024-04-01,81,FALSE
3467,289,2024-07-01,93,TRUE
3468,289,2024-10-01,76,FALSE
3469,290,2022-01-01,82,TRUE
3470,290,2022-04-01,59,TRUE
3471,290,2022-07-01,66,TRUE
3472,290,2022-10-01,98,FALSE
3473,290,2023-01-01,66,FALSE
3474,290,2023-04-01,72,FALSE
3475,290,2023-07-01,57,TRUE
3476,290,2023-10-01,72,TRUE
3477,290,2024-01-01,69,FALSE
3478,290,2024-04-01,96,FALSE
3479,290,2024-07-01,72,TRUE
3480,290,2024-10-01,84,TRUE
3481,291,2022-01-01,83,TRUE
3482,291,2022-04-01,95,TRUE
3483,291,2022-07-01,94,TRUE
3484,291,2022-10-01,79,TRUE
3485,291,2023-01-01,64,TRUE
3486,291,2023-04-01,63,FALSE
3487,291,2023-07-01,88,TRUE
3488,291,2023-10-01,67,FALSE
3489,291,2024-01-01,55,TRUE
3490,291,2024-04-01,81,TRUE
3491,291,2024-07-01,89,FALSE
3492,291,2024-10-01,76,FALSE
3493,292,2022-01-01,82,FALSE
3494,292,2022-04-01,88,FALSE
3495,292,2022-07-01,92,TRUE
3496,292,2022-10-01,96,TRUE
3497,292,2023-01-01,51,FALSE
3498,292,2023-04-01,87,TRUE
3499,292,2023-07-01,77,FALSE
3500,292,2023-10-01,56,FALSE
3501,292,2024-01-01,90,TRUE
3502,292,2024-04-01,85,TRUE
3503,292,2024-07-01,85,FALSE
3504,292,2024-10-01,53,TRUE
3505,293,2022-01-01,79,FALSE
3506,293,2022-04-01,69,FALSE
3507,293,2022-07-01,80,FALSE
3508,293,2022-10-01,56,FALSE
3509,293,2023-01-01,62,FALSE
3510,293,2023-04-01,57,TRUE
3511,293,2023-07-01,54,FALSE
3512,293,2023-10-01,62,TRUE
3513,293,2024-01-01,69,FALSE
3514,293,2024-04-01,81,FALSE
3515,293,2024-07-01,99,TRUE
3516,293,2024-10-01,74,FALSE
3517,294,2022-01-01,53,TRUE
3518,294,2022-04-01,67,TRUE
3519,294,2022-07-01,64,TRUE
3520,294,2022-10-01,87,FALSE
3521,294,2023-01-01,73,FALSE
3522,294,2023-04-01,77,TRUE
3523,294,2023-07-01,65,FALSE
3524,294,2023-10-01,65,TRUE
3525,294,2024-01-01,66,TRUE
3526,294,2024-04-01,84,FALSE
3527,294,2024-07-01,78,TRUE
3528,294,2024-10-01,67,FALSE
3529,295,2022-01-01,68,FALSE
3530,295,2022-04-01,71,TRUE
3531,295,2022-07-01,98,FALSE
3532,295,2022-10-01,64,TRUE
3533,295,2023-01-01,51,FALSE
3534,295,2023-04-01,57,FALSE
3535,295,2023-07-01,74,FALSE
3536,295,2023-10-01,58,TRUE
3537,295,2024-01-01,62,FALSE
3538,295,2024-04-01,79,TRUE
3539,295,2024-07-01,64,FALSE
3540,295,2024-10-01,56,FALSE
3541,296,2022-01-01,60,FALSE
3542,296,2022-04-01,87,FALSE
3543,296,2022-07-01,51,TRUE
3544,296,2022-10-01,97,TRUE
3545,296,2023-01-01,59,FALSE
3546,296,2023-04-01,66,TRUE
3547,296,2023-07-01,89,TRUE
3548,296,2023-10-01,53,TRUE
3549,296,2024-01-01,96,FALSE
3550,296,2024-04-01,80,TRUE
3551,296,2024-07-01,90,TRUE
3552,296,2024-10-01,67,TRUE
3553,297,2022-01-01,97,TRUE
3554,297,2022-04-01,85,FALSE
3555,297,2022-07-01,57,FALSE
3556,297,2022-10-01,97,TRUE
3557,297,2023-01-01,92,FALSE
3558,297,2023-04-01,70,TRUE
3559,297,2023-07-01,68,TRUE
3560,297,2023-10-01,99,TRUE
3561,297,2024-01-01,92,TRUE
3562,297,2024-04-01,89,FALSE
3563,297,2024-07-01,91,FALSE
3564,297,2024-10-01,54,FALSE
3565,298,2022-01-01,90,FALSE
3566,298,2022-04-01,60,FALSE
3567,298,2022-07-01,88,TRUE
3568,298,2022-10-01,73,TRUE
3569,298,2023-01-01,70,FALSE
3570,298,2023-04-01,72,TRUE
3571,298,2023-07-01,87,TRUE
3572,298,2023-10-01,57,TRUE
3573,298,2024-01-01,51,FALSE
3574,298,2024-04-01,62,FALSE
3575,298,2024-07-01,72,TRUE
3576,298,2024-10-01,87,TRUE
3577,299,2022-01-01,86,FALSE
3578,299,2022-04-01,82,TRUE
3579,299,2022-07-01,99,TRUE
3580,299,2022-10-01,72,FALSE
3581,299,2023-01-01,52,TRUE
3582,299,2023-04-01,78,TRUE
3583,299,2023-07-01,57,FALSE
3584,299,2023-10-01,78,FALSE
3585,299,2024-01-01,90,TRUE
3586,299,2024-04-01,99,TRUE
3587,299,2024-07-01,50,FALSE
3588,299,2024-10-01,69,FALSE
3589,300,2022-01-01,70,TRUE
3590,300,2022-04-01,57,TRUE
3591,300,2022-07-01,96,TRUE
3592,300,2022-10-01,84,FALSE
3593,300,2023-01-01,94,FALSE
3594,300,2023-04-01,68,TRUE
3595,300,2023-07-01,67,FALSE
3596,300,2023-10-01,50,TRUE
3597,300,2024-01-01,76,TRUE
3598,300,2024-04-01,93,FALSE
3599,300,2024-07-01,78,TRUE
3600,300,2024-10-01,93,TRUE
3601,301,2022-01-01,85,TRUE
3602,301,2022-04-01,55,TRUE
3603,301,2022-07-01,80,TRUE
3604,301,2022-10-01,69,FALSE
3605,301,2023-01-01,86,TRUE
3606,301,2023-04-01,62,TRUE
3607,301,2023-07-01,51,FALSE
3608,301,2023-10-01,70,TRUE
3609,301,2024-01-01,73,TRUE
3610,301,2024-04-01,93,FALSE
3611,301,2024-07-01,83,FALSE
3612,301,2024-10-01,58,FALSE
3613,302,2022-01-01,79,FALSE
3614,302,2022-04-01,95,TRUE
3615,302,2022-07-01,92,TRUE
3616,302,2022-10-01,85,TRUE
3617,302,2023-01-01,56,FALSE
3618,302,2023-04-01,82,TRUE
3619,302,2023-07-01,50,TRUE
3620,302,2023-10-01,55,FALSE
3621,302,2024-01-01,84,FALSE
3622,302,2024-04-01,86,TRUE
3623,302,2024-07-01,75,FALSE
3624,302,2024-10-01,61,FALSE
3625,303,2022-01-01,79,FALSE
3626,303,2022-04-01,76,FALSE
3627,303,2022-07-01,68,TRUE
3628,303,2022-10-01,54,TRUE
3629,303,2023-01-01,76,FALSE
3630,303,2023-04-01,75,TRUE
3631,303,2023-07-01,98,FALSE
3632,303,2023-10-01,70,TRUE
3633,303,2024-01-01,77,FALSE
3634,303,2024-04-01,64,TRUE
3635,303,2024-07-01,66,FALSE
3636,303,2024-10-01,69,TRUE
3637,304,2022-01-01,62,TRUE
3638,304,2022-04-01,74,FALSE
3639,304,2022-07-01,54,FALSE
3640,304,2022-10-01,72,FALSE
3641,304,2023-01-01,79,FALSE
3642,304,2023-04-01,72,TRUE
3643,304,2023-07-01,80,FALSE
3644,304,2023-10-01,60,TRUE
3645,304,2024-01-01,61,FALSE
3646,304,2024-04-01,51,TRUE
3647,304,2024-07-01,84,TRUE
3648,304,2024-10-01,85,TRUE
3649,305,2022-01-01,77,FALSE
3650,305,2022-04-01,71,FALSE
3651,305,2022-07-01,56,TRUE
3652,305,2022-10-01,81,TRUE
3653,305,2023-01-01,73,TRUE
3654,305,2023-04-01,52,FALSE
3655,305,2023-07-01,55,FALSE
3656,305,2023-10-01,51,TRUE
3657,305,2024-01-01,63,TRUE
3658,305,2024-04-01,67,TRUE
3659,305,2024-07-01,93,TRUE
3660,305,2024-10-01,62,FALSE
3661,306,2022-01-01,93,FALSE
3662,306,2022-04-01,67,TRUE
3663,306,2022-07-01,98,TRUE
3664,306,2022-10-01,97,TRUE
3665,306,2023-01-01,89,TRUE
3666,306,2023-04-01,73,FALSE
3667,306,2023-07-01,57,FALSE
3668,306,2023-10-01,82,TRUE
3669,306,2024-01-01,62,FALSE
3670,306,2024-04-01,98,FALSE
3671,306,2024-07-01,63,FALSE
3672,306,2024-10-01,98,FALSE
3673,307,2022-01-01,88,FALSE
3674,307,2022-04-01,75,TRUE
3675,307,2022-07-01,81,TRUE
3676,307,2022-10-01,64,FALSE
3677,307,2023-01-01,70,FALSE
3678,307,2023-04-01,79,FALSE
3679,307,2023-07-01,62,FALSE
3680,307,2023-10-01,79,FALSE
3681,307,2024-01-01,68,TRUE
3682,307,2024-04-01,93,TRUE
3683,307,2024-07-01,74,FALSE
3684,307,2024-10-01,63,FALSE
3685,308,2022-01-01,61,FALSE
3686,308,2022-04-01,72,FALSE
3687,308,2022-07-01,79,FALSE
3688,308,2022-10-01,79,TRUE
3689,308,2023-01-01,79,TRUE
3690,308,2023-04-01,85,FALSE
3691,308,2023-07-01,98,FALSE
3692,308,2023-10-01,65,FALSE
3693,308,2024-01-01,63,FALSE
3694,308,2024-04-01,57,FALSE
3695,308,2024-07-01,80,FALSE
3696,308,2024-10-01,97,FALSE
3697,309,2022-01-01,50,TRUE
3698,309,2022-04-01,69,TRUE
3699,309,2022-07-01,63,FALSE
3700,309,2022-10-01,74,FALSE
3701,309,2023-01-01,74,TRUE
3702,309,2023-04-01,54,FALSE
3703,309,2023-07-01,75,FALSE
3704,309,2023-10-01,87,FALSE
3705,309,2024-01-01,53,TRUE
3706,309,2024-04-01,79,FALSE
3707,309,2024-07-01,68,TRUE
3708,309,2024-10-01,84,FALSE
3709,310,2022-01-01,82,TRUE
3710,310,2022-04-01,63,FALSE
3711,310,2022-07-01,59,TRUE
3712,310,2022-10-01,77,FALSE
3713,310,2023-01-01,85,FALSE
3714,310,2023-04-01,65,FALSE
3715,310,2023-07-01,70,FALSE
3716,310,2023-10-01,82,FALSE
3717,310,2024-01-01,90,TRUE
3718,310,2024-04-01,64,FALSE
3719,310,2024-07-01,52,TRUE
3720,310,2024-10-01,96,TRUE
3721,311,2022-01-01,63,FALSE
3722,311,2022-04-01,78,FALSE
3723,311,2022-07-01,75,TRUE
3724,311,2022-10-01,61,FALSE
3725,311,2023-01-01,66,TRUE
3726,311,2023-04-01,59,FALSE
3727,311,2023-07-01,71,TRUE
3728,311,2023-10-01,92,TRUE
3729,311,2024-01-01,64,TRUE
3730,311,2024-04-01,97,FALSE
3731,311,2024-07-01,70,TRUE
3732,311,2024-10-01,70,FALSE
3733,312,2022-01-01,93,FALSE
3734,312,2022-04-01,54,TRUE
3735,312,2022-07-01,58,TRUE
3736,312,2022-10-01,67,TRUE
3737,312,2023-01-01,57,FALSE
3738,312,2023-04-01,83,FALSE
3739,312,2023-07-01,90,TRUE
3740,312,2023-10-01,73,FALSE
3741,312,2024-01-01,73,FALSE
3742,312,2024-04-01,81,FALSE
3743,312,2024-07-01,82,FALSE
3744,312,2024-10-01,93,TRUE
3745,313,2022-01-01,98,FALSE
3746,313,2022-04-01,60,TRUE
3747,313,2022-07-01,67,TRUE
3748,313,2022-10-01,71,TRUE
3749,313,2023-01-01,67,FALSE
3750,313,2023-04-01,96,TRUE
3751,313,2023-07-01,96,TRUE
3752,313,2023-10-01,69,TRUE
3753,313,2024-01-01,94,TRUE
3754,313,2024-04-01,53,FALSE
3755,313,2024-07-01,85,FALSE
3756,313,2024-10-01,94,FALSE
3757,314,2022-01-01,77,FALSE
3758,314,2022-04-01,72,TRUE
3759,314,2022-07-01,85,TRUE
3760,314,2022-10-01,55,TRUE
3761,314,2023-01-01,88,FALSE
3762,314,2023-04-01,84,FALSE
3763,314,2023-07-01,59,FALSE
3764,314,2023-10-01,90,FALSE
3765,314,2024-01-01,87,TRUE
3766,314,2024-04-01,92,TRUE
3767,314,2024-07-01,99,FALSE
3768,314,2024-10-01,54,FALSE
3769,315,2022-01-01,85,TRUE
3770,315,2022-04-01,94,FALSE
3771,315,2022-07-01,74,FALSE
3772,315,2022-10-01,60,TRUE
3773,315,2023-01-01,83,FALSE
3774,315,2023-04-01,63,FALSE
3775,315,2023-07-01,73,TRUE
3776,315,2023-10-01,88,FALSE
3777,315,2024-01-01,92,FALSE
3778,315,2024-04-01,88,TRUE
3779,315,2024-07-01,65,FALSE
3780,315,2024-10-01,87,TRUE
3781,316,2022-01-01,81,FALSE
3782,316,2022-04-01,83,FALSE
3783,316,2022-07-01,57,FALSE
3784,316,2022-10-01,76,TRUE
3785,316,2023-01-01,76,TRUE
3786,316,2023-04-01,95,TRUE
3787,316,2023-07-01,64,TRUE
3788,316,2023-10-01,71,FALSE
3789,316,2024-01-01,61,TRUE
3790,316,2024-04-01,94,TRUE
3791,316,2024-07-01,74,FALSE
3792,316,2024-10-01,79,FALSE
3793,317,2022-01-01,83,FALSE
3794,317,2022-04-01,62,FALSE
3795,317,2022-07-01,78,FALSE
3796,317,2022-10-01,90,TRUE
3797,317,2023-01-01,58,TRUE
3798,317,2023-04-01,62,TRUE
3799,317,2023-07-01,63,TRUE
3800,317,2023-10-01,58,FALSE
3801,317,2024-01-01,88,FALSE
3802,317,2024-04-01,52,TRUE
3803,317,2024-07-01,96,FALSE
3804,317,2024-10-01,82,FALSE
3805,318,2022-01-01,56,TRUE
3806,318,2022-04-01,83,FALSE
3807,318,2022-07-01,99,FALSE
3808,318,2022-10-01,96,FALSE
3809,318,2023-01-01,68,FALSE
3810,318,2023-04-01,75,TRUE
3811,318,2023-07-01,77,TRUE
3812,318,2023-10-01,76,FALSE
3813,318,2024-01-01,68,TRUE
3814,318,2024-04-01,56,TRUE
3815,318,2024-07-01,92,TRUE
3816,318,2024-10-01,79,TRUE
3817,319,2022-01-01,92,FALSE
3818,319,2022-04-01,57,FALSE
3819,319,2022-07-01,61,FALSE
3820,319,2022-10-01,62,FALSE
3821,319,2023-01-01,67,FALSE
3822,319,2023-04-01,98,FALSE
3823,319,2023-07-01,65,TRUE
3824,319,2023-10-01,52,FALSE
3825,319,2024-01-01,76,TRUE
3826,319,2024-04-01,83,TRUE
3827,319,2024-07-01,71,FALSE
3828,319,2024-10-01,72,TRUE
3829,320,2022-01-01,98,FALSE
3830,320,2022-04-01,90,TRUE
3831,320,2022-07-01,96,FALSE
3832,320,2022-10-01,58,FALSE
3833,320,2023-01-01,70,TRUE
3834,320,2023-04-01,95,TRUE
3835,320,2023-07-01,65,TRUE
3836,320,2023-10-01,74,FALSE
3837,320,2024-01-01,98,TRUE
3838,320,2024-04-01,94,TRUE
3839,320,2024-07-01,64,TRUE
3840,320,2024-10-01,82,TRUE
3841,321,2022-01-01,54,FALSE
3842,321,2022-04-01,58,FALSE
3843,321,2022-07-01,55,FALSE
3844,321,2022-10-01,94,FALSE
3845,321,2023-01-01,77,FALSE
3846,321,2023-04-01,64,FALSE
3847,321,2023-07-01,76,FALSE
3848,321,2023-10-01,53,TRUE
3849,321,2024-01-01,70,FALSE
3850,321,2024-04-01,79,FALSE
3851,321,2024-07-01,84,TRUE
3852,321,2024-10-01,61,TRUE
3853,322,2022-01-01,79,TRUE
3854,322,2022-04-01,87,TRUE
3855,322,2022-07-01,87,FALSE
3856,322,2022-10-01,64,FALSE
3857,322,2023-01-01,78,FALSE
3858,322,2023-04-01,87,FALSE
3859,322,2023-07-01,70,TRUE
3860,322,2023-10-01,90,TRUE
3861,322,2024-01-01,67,TRUE
3862,322,2024-04-01,86,FALSE
3863,322,2024-07-01,87,FALSE
3864,322,2024-10-01,60,FALSE
3865,323,2022-01-01,98,FALSE
3866,323,2022-04-01,58,TRUE
3867,323,2022-07-01,52,TRUE
3868,323,2022-10-01,70,TRUE
3869,323,2023-01-01,58,FALSE
3870,323,2023-04-01,68,TRUE
3871,323,2023-07-01,95,FALSE
3872,323,2023-10-01,68,FALSE
3873,323,2024-01-01,72,TRUE
3874,323,2024-04-01,76,TRUE
3875,323,2024-07-01,85,FALSE
3876,323,2024-10-01,76,FALSE
3877,324,2022-01-01,83,TRUE
3878,324,2022-04-01,77,TRUE
3879,324,2022-07-01,81,FALSE
3880,324,2022-10-01,69,FALSE
3881,324,2023-01-01,84,TRUE
3882,324,2023-04-01,80,FALSE
3883,324,2023-07-01,71,TRUE
3884,324,2023-10-01,90,TRUE
3885,324,2024-01-01,58,TRUE
3886,324,2024-04-01,64,TRUE
3887,324,2024-07-01,71,FALSE
3888,324,2024-10-01,81,FALSE
3889,325,2022-01-01,75,FALSE
3890,325,2022-04-01,87,FALSE
3891,325,2022-07-01,57,FALSE
3892,325,2022-10-01,70,FALSE
3893,325,2023-01-01,95,TRUE
3894,325,2023-04-01,77,FALSE
3895,325,2023-07-01,93,FALSE
3896,325,2023-10-01,55,FALSE
3897,325,2024-01-01,80,TRUE
3898,325,2024-04-01,93,TRUE
3899,325,2024-07-01,57,TRUE
3900,325,2024-10-01,51,TRUE
3901,326,2022-01-01,94,TRUE
3902,326,2022-04-01,91,FALSE
3903,326,2022-07-01,66,TRUE
3904,326,2022-10-01,87,TRUE
3905,326,2023-01-01,96,TRUE
3906,326,2023-04-01,79,FALSE
3907,326,2023-07-01,53,TRUE
3908,326,2023-10-01,86,TRUE
3909,326,2024-01-01,58,FALSE
3910,326,2024-04-01,62,TRUE
3911,326,2024-07-01,71,FALSE
3912,326,2024-10-01,79,FALSE
3913,327,2022-01-01,85,FALSE
3914,327,2022-04-01,85,FALSE
3915,327,2022-07-01,94,FALSE
3916,327,2022-10-01,99,TRUE
3917,327,2023-01-01,50,TRUE
3918,327,2023-04-01,99,TRUE
3919,327,2023-07-01,81,FALSE
3920,327,2023-10-01,92,TRUE
3921,327,2024-01-01,80,FALSE
3922,327,2024-04-01,96,FALSE
3923,327,2024-07-01,97,TRUE
3924,327,2024-10-01,78,TRUE
3925,328,2022-01-01,68,TRUE
3926,328,2022-04-01,58,TRUE
3927,328,2022-07-01,86,TRUE
3928,328,2022-10-01,77,FALSE
3929,328,2023-01-01,73,FALSE
3930,328,2023-04-01,85,FALSE
3931,328,2023-07-01,67,TRUE
3932,328,2023-10-01,84,FALSE
3933,328,2024-01-01,63,TRUE
3934,328,2024-04-01,75,FALSE
3935,328,2024-07-01,73,FALSE
3936,328,2024-10-01,69,TRUE
3937,329,2022-01-01,56,FALSE
3938,329,2022-04-01,66,FALSE
3939,329,2022-07-01,71,FALSE
3940,329,2022-10-01,61,FALSE
3941,329,2023-01-01,95,TRUE
3942,329,2023-04-01,64,TRUE
3943,329,2023-07-01,65,TRUE
3944,329,2023-10-01,51,FALSE
3945,329,2024-01-01,77,TRUE
3946,329,2024-04-01,90,FALSE
3947,329,2024-07-01,76,TRUE
3948,329,2024-10-01,90,FALSE
3949,330,2022-01-01,96,TRUE
3950,330,2022-04-01,50,FALSE
3951,330,2022-07-01,78,TRUE
3952,330,2022-10-01,57,TRUE
3953,330,2023-01-01,65,FALSE
3954,330,2023-04-01,77,FALSE
3955,330,2023-07-01,67,FALSE
3956,330,2023-10-01,90,FALSE
3957,330,2024-01-01,68,TRUE
3958,330,2024-04-01,99,TRUE
3959,330,2024-07-01,54,TRUE
3960,330,2024-10-01,83,TRUE
3961,331,2022-01-01,59,TRUE
3962,331,2022-04-01,56,FALSE
3963,331,2022-07-01,86,TRUE
3964,331,2022-10-01,64,FALSE
3965,331,2023-01-01,73,FALSE
3966,331,2023-04-01,75,FALSE
3967,331,2023-07-01,75,FALSE
3968,331,2023-10-01,59,TRUE
3969,331,2024-01-01,63,FALSE
3970,331,2024-04-01,97,TRUE
3971,331,2024-07-01,76,TRUE
3972,331,2024-10-01,56,FALSE
3973,332,2022-01-01,59,FALSE
3974,332,2022-04-01,58,FALSE
3975,332,2022-07-01,72,TRUE
3976,332,2022-10-01,97,TRUE
3977,332,2023-01-01,76,FALSE
3978,332,2023-04-01,78,TRUE
3979,332,2023-07-01,69,TRUE
3980,332,2023-10-01,92,FALSE
3981,332,2024-01-01,56,FALSE
3982,332,2024-04-01,68,TRUE
3983,332,2024-07-01,69,FALSE
3984,332,2024-10-01,88,FALSE
3985,333,2022-01-01,56,FALSE
3986,333,2022-04-01,74,TRUE
3987,333,2022-07-01,62,TRUE
3988,333,2022-10-01,89,FALSE
3989,333,2023-01-01,98,TRUE
3990,333,2023-04-01,97,FALSE
3991,333,2023-07-01,83,FALSE
3992,333,2023-10-01,57,TRUE
3993,333,2024-01-01,94,FALSE
3994,333,2024-04-01,73,FALSE
3995,333,2024-07-01,91,FALSE
3996,333,2024-10-01,51,TRUE
3997,334,2022-01-01,63,FALSE
3998,334,2022-04-01,88,TRUE
3999,334,2022-07-01,61,FALSE
4000,334,2022-10-01,77,TRUE
4001,334,2023-01-01,77,FALSE
4002,334,2023-04-01,74,FALSE
4003,334,2023-07-01,75,FALSE
4004,334,2023-10-01,99,TRUE
4005,334,2024-01-01,50,TRUE
4006,334,2024-04-01,56,FALSE
4007,334,2024-07-01,97,FALSE
4008,334,2024-10-01,54,TRUE
4009,335,2022-01-01,88,FALSE
4010,335,2022-04-01,83,TRUE
4011,335,2022-07-01,98,FALSE
4012,335,2022-10-01,89,FALSE
4013,335,2023-01-01,96,TRUE
4014,335,2023-04-01,76,TRUE
4015,335,2023-07-01,87,FALSE
4016,335,2023-10-01,99,TRUE
4017,335,2024-01-01,75,FALSE
4018,335,2024-04-01,63,FALSE
4019,335,2024-07-01,63,TRUE
4020,335,2024-10-01,85,FALSE
4021,336,2022-01-01,96,TRUE
4022,336,2022-04-01,81,FALSE
4023,336,2022-07-01,63,FALSE
4024,336,2022-10-01,50,FALSE
4025,336,2023-01-01,69,FALSE
4026,336,2023-04-01,59,TRUE
4027,336,2023-07-01,73,FALSE
4028,336,2023-10-01,77,TRUE
4029,336,2024-01-01,89,TRUE
4030,336,2024-04-01,82,FALSE
4031,336,2024-07-01,56,TRUE
4032,336,2024-10-01,65,TRUE
4033,337,2022-01-01,83,FALSE
4034,337,2022-04-01,72,TRUE
4035,337,2022-07-01,99,TRUE
4036,337,2022-10-01,62,FALSE
4037,337,2023-01-01,73,TRUE
4038,337,2023-04-01,66,TRUE
4039,337,2023-07-01,62,FALSE
4040,337,2023-10-01,76,FALSE
4041,337,2024-01-01,82,FALSE
4042,337,2024-04-01,81,FALSE
4043,337,2024-07-01,78,FALSE
4044,337,2024-10-01,68,FALSE
4045,338,2022-01-01,93,FALSE
4046,338,2022-04-01,88,FALSE
4047,338,2022-07-01,90,TRUE
4048,338,2022-10-01,71,FALSE
4049,338,2023-01-01,59,FALSE
4050,338,2023-04-01,78,FALSE
4051,338,2023-07-01,50,TRUE
4052,338,2023-10-01,79,FALSE
4053,338,2024-01-01,95,TRUE
4054,338,2024-04-01,70,TRUE
4055,338,2024-07-01,95,FALSE
4056,338,2024-10-01,70,TRUE
4057,339,2022-01-01,90,FALSE
4058,339,2022-04-01,94,TRUE
4059,339,2022-07-01,68,FALSE
4060,339,2022-10-01,56,TRUE
4061,339,2023-01-01,50,TRUE
4062,339,2023-04-01,55,FALSE
4063,339,2023-07-01,51,TRUE
4064,339,2023-10-01,81,TRUE
4065,339,2024-01-01,97,FALSE
4066,339,2024-04-01,54,TRUE
4067,339,2024-07-01,80,FALSE
4068,339,2024-10-01,84,FALSE
4069,340,2022-01-01,97,FALSE
4070,340,2022-04-01,64,TRUE
4071,340,2022-07-01,65,FALSE
4072,340,2022-10-01,62,FALSE
4073,340,2023-01-01,91,FALSE
4074,340,2023-04-01,80,FALSE
4075,340,2023-07-01,78,TRUE
4076,340,2023-10-01,58,TRUE
4077,340,2024-01-01,60,TRUE
4078,340,2024-04-01,71,FALSE
4079,340,2024-07-01,95,TRUE
4080,340,2024-10-01,69,TRUE
4081,341,2022-01-01,70,FALSE
4082,341,2022-04-01,71,TRUE
4083,341,2022-07-01,58,TRUE
4084,341,2022-10-01,54,FALSE
4085,341,2023-01-01,60,TRUE
4086,341,2023-04-01,91,TRUE
4087,341,2023-07-01,88,FALSE
4088,341,2023-10-01,95,TRUE
4089,341,2024-01-01,98,FALSE
4090,341,2024-04-01,75,TRUE
4091,341,2024-07-01,55,FALSE
4092,341,2024-10-01,97,TRUE
4093,342,2022-01-01,59,TRUE
4094,342,2022-04-01,88,TRUE
4095,342,2022-07-01,83,TRUE
4096,342,2022-10-01,61,TRUE
4097,342,2023-01-01,93,FALSE
4098,342,2023-04-01,87,TRUE
4099,342,2023-07-01,51,FALSE
4100,342,2023-10-01,54,TRUE
4101,342,2024-01-01,74,TRUE
4102,342,2024-04-01,84,FALSE
4103,342,2024-07-01,86,FALSE
4104,342,2024-10-01,60,FALSE
4105,343,2022-01-01,84,TRUE
4106,343,2022-04-01,94,TRUE
4107,343,2022-07-01,57,FALSE
4108,343,2022-10-01,69,FALSE
4109,343,2023-01-01,83,FALSE
4110,343,2023-04-01,67,TRUE
4111,343,2023-07-01,53,FALSE
4112,343,2023-10-01,58,FALSE
4113,343,2024-01-01,75,FALSE
4114,343,2024-04-01,74,FALSE
4115,343,2024-07-01,90,TRUE
4116,343,2024-10-01,94,TRUE
4117,344,2022-01-01,87,TRUE
4118,344,2022-04-01,68,FALSE
4119,344,2022-07-01,70,TRUE
4120,344,2022-10-01,52,TRUE
4121,344,2023-01-01,99,FALSE
4122,344,2023-04-01,65,FALSE
4123,344,2023-07-01,58,TRUE
4124,344,2023-10-01,56,FALSE
4125,344,2024-01-01,55,TRUE
4126,344,2024-04-01,64,FALSE
4127,344,2024-07-01,57,FALSE
4128,344,2024-10-01,89,TRUE
4129,345,2022-01-01,81,FALSE
4130,345,2022-04-01,98,TRUE
4131,345,2022-07-01,54,FALSE
4132,345,2022-10-01,71,FALSE
4133,345,2023-01-01,65,TRUE
4134,345,2023-04-01,56,FALSE
4135,345,2023-07-01,99,FALSE
4136,345,2023-10-01,96,FALSE
4137,345,2024-01-01,80,FALSE
4138,345,2024-04-01,90,FALSE
